latitud,longitud,farm_id,objeto,calle,altura,direc_norm,direc_arcg,telefono,obs_telefono,barrio,comuna
-584.373.753.854.688,-346.283.634.769.724,37,FARMACIA,AV DIRECTORIO,701,DIRECTORIO AV. 701,701 DIRECTORIO AV.,4922-9948,,CABALLITO,6
-584.292.866.325.718,-346.209.608.802.814,47,FARMACIA,FORMOSA,100,FORMOSA 100,100 FORMOSA,4901-2603,,CABALLITO,6
-584.481.086.261.516,-346.252.699.943.768,70,FARMACIA,AV JUAN B. ALBERDI,1401,"ALBERDI, JUAN BAUTISTA AV. 1401","1401 ALBERDI, JUAN BAUTISTA AV.",4431-3379,,CABALLITO,6
-584.543.054.382.801,-346.115.658.138.242,179,FARMACIA,AV GAONA,1851,GAONA AV. 1851,1851 GAONA AV.,4585-6100,,CABALLITO,6
-584.429.792.750.537,-346.163.843.493.903,188,FARMACIA,AVELLANEDA,896,AVELLANEDA 896,896 AVELLANEDA,4433-0208,,CABALLITO,6
-58.430.758.141.648,-346.085.603.807.426,195,FARMACIA,AV DIAZ VELEZ,4509,DIAZ VELEZ AV. 4509,4509 DIAZ VELEZ AV.,4982-9463,,CABALLITO,6
-584.566.234.951.501,-346.052.141.203.112,203,FARMACIA,ESPINOSA,1634,ESPINOSA 1634,1634 ESPINOSA,4584-1910,,CABALLITO,6
-584.562.421.000.772,-346.158.651.886.334,208,FARMACIA,NEUQUEN,1602,NEUQUEN 1602,1602 NEUQUEN,,,CABALLITO,6
-584.589.647.105.148,-346.083.221.845.972,223,FARMACIA,NICASIO OROÃ‘O,1500,"OROÃ‘O, NICASIO 1500","1500 OROÃ‘O, NICASIO",4581-4435,,CABALLITO,6
-584.453.868.220.867,-346.295.369.115.996,236,FARMACIA,AV DIRECTORIO,1249,DIRECTORIO AV. 1249,1249 DIRECTORIO AV.,4988-0033,,CABALLITO,6
-584.413.796.301.484,-3.460.825.833.453,245,FARMACIA,HIDALGO,945,HIDALGO 945,945 HIDALGO,4958-6766,,CABALLITO,6
-584.467.174.227.088,-346.272.291.592.607,250,FARMACIA,AV PEDRO GOYENA,1383,"GOYENA, PEDRO AV. 1383","1383 GOYENA, PEDRO AV.",4433-2558,,CABALLITO,6
-584.383.751.799.988,-346.086.177.164.112,263,FARMACIA,AV DIAZ VELEZ,5079,DIAZ VELEZ AV. 5079,5079 DIAZ VELEZ AV.,4982-1248,,CABALLITO,6
-584.469.950.301.774,-346.076.241.929.122,274,FARMACIA,AV SAN MARTIN,1216,SAN MARTIN AV. 1216,1216 SAN MARTIN AV.,4586-0107,,CABALLITO,6
-584.369.036.470.455,-346.218.773.675.217,291,FARMACIA,RIGLOS,277,RIGLOS 277,277 RIGLOS,4903-7773,,CABALLITO,6
-584.304.623.344.309,-346.118.227.566.047,301,FARMACIA,BOGOTA,3,BOGOTA 3,3 BOGOTA,4958-5111,,CABALLITO,6
-584.558.659.957.067,-346.209.405.113.759,328,FARMACIA,AV AVELLANEDA,1781,AVELLANEDA AV. 1781,1781 AVELLANEDA AV.,4631-6084,,CABALLITO,6
-584.370.737.464.628,-346.166.498.871.155,333,FARMACIA,ACOYTE,141,ACOYTE AV. 141,141 ACOYTE AV.,4902-9547,,CABALLITO,6
-584.440.294.671.873,-346.270.973.368.261,341,FARMACIA,AV PEDRO GOYENA,1176,"GOYENA, PEDRO AV. 1176","1176 GOYENA, PEDRO AV.",4432-4022,,CABALLITO,6
-584.581.354.040.197,-346.161.760.981.112,369,FARMACIA,TTE. GRAL. DONATO ALVAREZ,859,"ALVAREZ, DONATO, TTE. GRAL. 859","859 ALVAREZ, DONATO, TTE. GRAL.",4631-5745,,CABALLITO,6
-584.491.027.696.064,-346.071.691.493.355,370,FARMACIA,GRAL M A RODRIGUEZ,1284,"RODRIGUEZ, MANUEL A., GENERAL 1284","1284 RODRIGUEZ, MANUEL A., GENERAL",4581-4788,,CABALLITO,6
-584.288.212.096.792,-346.180.786.406.603,371,FARMACIA,AV LA PLATA,283,LA PLATA AV. 283,283 LA PLATA AV.,4901-4445,,CABALLITO,6
-584.393.923.922.586,-346.228.710.782.724,381,FARMACIA,AV JUAN B. ALBERDI,787,"ALBERDI, JUAN BAUTISTA AV. 787","787 ALBERDI, JUAN BAUTISTA AV.",4901-0974,,CABALLITO,6
-584.391.413.528.292,-346.106.210.916.775,385,FARMACIA,ACOYTE,701,ACOYTE AV. 701,701 ACOYTE AV.,4982-1629,,CABALLITO,6
-584.358.673.837.157,-346.133.957.060.418,387,FARMACIA,AV AVELLANEDA,390,AVELLANEDA 390,390 AVELLANEDA,4904-2046,,CABALLITO,6
-584.360.392.547.178,-346.230.111.008.182,406,FARMACIA,JUAN B. ALBERDI AV,593,"ALBERDI, JUAN BAUTISTA AV. 593","593 ALBERDI, JUAN BAUTISTA AV.",4903-2528,,CABALLITO,6
-584.284.913.807.421,-346.195.590.397.104,416,FARMACIA,AV LA PLATA,405,LA PLATA AV. 405,405 LA PLATA AV.,4902-1849,,CABALLITO,6
-58.430.253.966.436,-346.139.615.505.714,424,FARMACIA,RIO DE JANEIRO,102,RIO DE JANEIRO 102,102 RIO DE JANEIRO,4901-1500,,CABALLITO,6
-584.308.922.435.953,-34.622.745.660.782,437,FARMACIA,J B ALBERDI,202,"ALBERDI, JUAN BAUTISTA AV. 202","202 ALBERDI, JUAN BAUTISTA AV.",4925-0333,,CABALLITO,6
-584.439.970.273.562,-346.140.974.084.567,448,FARMACIA,ROJAS,599,ROJAS 599,599 ROJAS,4431-3144,,CABALLITO,6
-584.342.072.819.621,-346.228.195.580.406,464,FARMACIA,J B ALBERDI,465,"ALBERDI, JUAN BAUTISTA AV. 465","465 ALBERDI, JUAN BAUTISTA AV.",,,CABALLITO,6
-584.476.672.954.626,-346.084.368.480.669,469,FARMACIA,AV GAONA,1306,GAONA AV. 1306,1306 GAONA AV.,4582-6277,,CABALLITO,6
-584.443.019.235.678,-346.224.063.437.849,475,FARMACIA,EMILIO MITRE,35,"MITRE, EMILIO 35","35 MITRE, EMILIO",4432-6114,,CABALLITO,6
-584.281.308.480.911,-346.215.093.638.061,506,FARMACIA,AV LA PLATA,567,LA PLATA AV. 567,567 LA PLATA AV.,4903-7070,,CABALLITO,6
-584.625.074.668.179,-346.074.848.490.201,520,FARMACIA,AV JUAN B. JUSTO,4400,"JUSTO, JUAN B. AV. 4400","4400 JUSTO, JUAN B. AV.",4581-5525,,CABALLITO,6
-584.495.951.079.828,-346.094.454.050.059,527,FARMACIA,AV GAONA,1486,GAONA AV. 1486,1486 GAONA AV.,4581-1911,,CABALLITO,6
-584.362.546.224.366,-346.225.757.451.537,539,FARMACIA,RIGLOS,370,RIGLOS 370,370 RIGLOS,,,CABALLITO,6
-584.519.213.392.538,-346.102.718.273.149,1412,FARMACIA,AV GAONA,1665,GAONA AV. 1665,1665 GAONA AV.,4584-8080,,CABALLITO,6
-584.438.817.659.673,-346.081.907.413.397,1415,FARMACIA,AV DIAZ VELEZ,5502,DIAZ VELEZ AV. 5502,5502 DIAZ VELEZ AV.,4982-9571,,CABALLITO,6
-584.339.394.889.715,-346.265.987.056.412,1417,FARMACIA,AV JOSE MARIA MORENO,690,"MORENO, JOSE MARIA AV. 690","690 MORENO, JOSE MARIA AV.",4922-7346,,CABALLITO,6
-584.532.143.634.926,-346.250.975.409.147,581,FARMACIA,AV RIVADAVIA,6151,RIVADAVIA AV. 6151,6151 RIVADAVIA AV.,4633-4141,,CABALLITO,6
-584.345.508.147.251,-34.604.094.988.503,623,FARMACIA,AV PATRICIAS ARGENTINAS,351,PATRICIAS ARGENTINAS AV. 351,351 PATRICIAS ARGENTINAS AV.,,,CABALLITO,6
-584.325.766.159.535,-346.052.266.907.296,624,FARMACIA,RAMOS MEJIA,905,RAMOS MEJIA 905,905 RAMOS MEJIA,4864-6799,,CABALLITO,6
-584.406.816.961.461,-346.203.846.925.224,626,FARMACIA,AV RIVADAVIA,5360,RIVADAVIA AV. 5360,5360 RIVADAVIA AV.,4902-7335,4902-9382,CABALLITO,6
-584.419.441.071.769,-34.618.769.973.088,651,FARMACIA,ROJAS,143,ROJAS 143,143 ROJAS,4902-1365,,CABALLITO,6
-58.447.313.834.447,-346.232.424.783.318,711,FARMACIA,AV RIVADAVIA,5802,RIVADAVIA AV. 5802,5802 RIVADAVIA AV.,4988-0100,,CABALLITO,6
-584.352.175.837.913,-346.175.469.409.791,720,FARMACIA,AV RIVADAVIA,4953,RIVADAVIA AV. 4953,4953 RIVADAVIA AV.,4902-5222,,CABALLITO,6
-584.388.601.734.713,-346.086.202.460.332,737,FARMACIA,AV DIAZ VELEZ,5101,DIAZ VELEZ AV. 5101,5101 DIAZ VELEZ AV.,4982-1408,4983-6498,CABALLITO,6
-584.412.573.704.318,-346.214.619.832.997,744,FARMACIA,DEL BARCO CENTENERA,151,BARCO CENTENERA DEL 151,151 BARCO CENTENERA DEL,4904-0124,4901-8157/20,CABALLITO,6
-584.418.464.371.555,-346.211.881.576.852,771,FARMACIA,AV RIVADAVIA,5444,RIVADAVIA AV. 5444,5444 RIVADAVIA AV.,4432-3128,4432-2622,CABALLITO,6
-584.339.107.090.964,-346.089.251.675.096,777,FARMACIA,AV DIAZ VELEZ,4764,DIAZ VELEZ AV. 4764,4764 DIAZ VELEZ AV.,4981-8299,4958-4292,CABALLITO,6
-58.429.842.291.225,-3.461.556.963.238,785,FARMACIA,AV RIVADAVIA,4544,RIVADAVIA AV. 4544,4544 RIVADAVIA AV.,4903-7787,,CABALLITO,6
-584.334.566.511.635,-346.124.248.985.386,789,FARMACIA,AV AVELLANEDA,212,AVELLANEDA 212,212 AVELLANEDA,4958-2010,,CABALLITO,6
-584.355.917.196.253,-346.207.891.749.724,805,FARMACIA,AV JOSE MARIA MORENO,245,"MORENO, JOSE MARIA AV. 245","245 MORENO, JOSE MARIA AV.",4903-4639,,CABALLITO,6
-584.483.188.282.065,-346.235.996.918.059,811,FARMACIA,AV RIVADAVIA,5892,RIVADAVIA AV. 5892,5892 RIVADAVIA AV.,4431-3107,4431-7680,CABALLITO,6
-584.428.062.487.344,-346.107.084.900.165,865,FARMACIA,HONORIO PUEYRREDON,801,"PUEYRREDON, HONORIO, DR. AV. 801","801 PUEYRREDON, HONORIO, DR. AV.",,,CABALLITO,6
-584.350.034.287.819,-346.211.490.544.745,870,FARMACIA,AV JOSE MARIA MORENO,300,"MORENO, JOSE MARIA AV. 300","300 MORENO, JOSE MARIA AV.",4903-4953,,CABALLITO,6
-58.441.795.674.159,-346.204.538.757.034,924,FARMACIA,AV RIVADAVIA,5415,RIVADAVIA AV. 5415,5415 RIVADAVIA AV.,4902-3333,,CABALLITO,6
-584.393.359.009.375,-34.614.782.969.126,925,FARMACIA,AVELLANEDA,590,AVELLANEDA 590,590 AVELLANEDA,4903-6410,4903-5500,CABALLITO,6
-584.410.664.915.241,-346.201.529.164.099,992,FARMACIA,AV RIVADAVIA,5375,RIVADAVIA AV. 5375,5375 RIVADAVIA AV.,,,CABALLITO,6
-58.428.615.619.516,-346.190.530.474.769,1035,FARMACIA,AV LA PLATA,365,LA PLATA AV. 365,365 LA PLATA AV.,,,CABALLITO,6
-584.378.497.708.929,-34.625.925.578.752,1037,FARMACIA,AV PEDRO GOYENA,701,"GOYENA, PEDRO AV. 701","701 GOYENA, PEDRO AV.",,,CABALLITO,6
-584.453.569.895.014,-346.174.387.613.526,1064,FARMACIA,F GARCIA LORCA,399,"GARCIA LORCA, FEDERICO 399","399 GARCIA LORCA, FEDERICO",,,CABALLITO,6
-584.550.881.540.476,-346.055.582.571.114,1067,FARMACIA,AV SAN MARTIN,1854,SAN MARTIN AV. 1854,1854 SAN MARTIN AV.,,,CABALLITO,6
-584.526.891.507.382,-346.280.168.130.259,1078,FARMACIA,AV JUAN B. ALBERDI,1700,"ALBERDI, JUAN BAUTISTA AV. 1700","1700 ALBERDI, JUAN BAUTISTA AV.",,,CABALLITO,6
-584.306.883.366.975,-346.159.444.203.213,1094,FARMACIA,AV RIVADAVIA,4634,RIVADAVIA AV. 4634,4634 RIVADAVIA AV.,4901-1031,,CABALLITO,6
-584.361.803.432.824,-346.192.847.793.274,1105,FARMACIA,AV JOSE MARIA MORENO,99,"MORENO, JOSE MARIA AV. 99","99 MORENO, JOSE MARIA AV.",4901-5016,,CABALLITO,6
-584.367.322.899.066,-346.186.459.464.494,1107,FARMACIA,AV RIVADAVIA,5014,RIVADAVIA AV. 5014,5014 RIVADAVIA AV.,4901-0970,,CABALLITO,6
-584.392.932.594.758,-346.158.323.208.916,1182,FARMACIA,NEUQUEN,601,NEUQUEN 601,601 NEUQUEN,4901-4446,,CABALLITO,6
-584.274.452.156.181,-346.248.706.067.349,1193,FARMACIA,AV LA PLATA,793,LA PLATA AV. 793,793 LA PLATA AV.,4922-5347,,CABALLITO,6
-584.414.348.748.935,-346.203.024.886.128,1212,FARMACIA,AV RIVADAVIA,5396,RIVADAVIA AV. 5396,5396 RIVADAVIA AV.,4904-1100,,CABALLITO,6
-584.540.091.594.502,-346.254.300.130.761,1213,FARMACIA,AV RIVADAVIA,6199,RIVADAVIA AV. 6199,6199 RIVADAVIA AV.,4632-2191,,CABALLITO,6
-584.510.547.557.539,-346.246.722.062.259,1254,FARMACIA,AV RIVADAVIA,6064,RIVADAVIA AV. 6064,6064 RIVADAVIA AV.,4633-5032,,CABALLITO,6
-584.378.179.587.614,-346.135.553.445.838,1267,FARMACIA,ACOYTE,435,ACOYTE AV. 435,435 ACOYTE AV.,4904-0114,4901-8517,CABALLITO,6
-584.320.310.195.448,-34.616.538.069.996,1311,FARMACIA,AV RIVADAVIA,4718,RIVADAVIA AV. 4718,4718 RIVADAVIA AV.,4902-9144,4902-8228,CABALLITO,6
-584.429.131.899.128,-34.608.297.055.591,1318,FARMACIA,AV DIAZ VELEZ,5402,DIAZ VELEZ AV. 5402,5402 DIAZ VELEZ AV.,4982-1996,,CABALLITO,6
-58.440.839.934.609,-34.610.440.470.517,1339,FARMACIA,HIDALGO,775,HIDALGO 775,775 HIDALGO,4905-1111,,CABALLITO,6
-584.379.113.885.006,-346.150.249.826.612,1432,FARMACIA,ACOYTE,268,ACOYTE AV. 268,268 ACOYTE AV.,4902-4453,,CABALLITO,6
-584.386.686.831.993,-346.101.496.609.954,1449,FARMACIA,JUAN B. AMBROSETTI,720,"AMBROSETTI, JUAN B. 720","720 AMBROSETTI, JUAN B.",4958-6019,,CABALLITO,6
-58.438.518.265.651,-346.145.019.118.242,1509,FARMACIA,AVELLANEDA,528,AVELLANEDA 528,528 AVELLANEDA,4903-7992,,CABALLITO,6
-584.327.683.754.497,-346.211.800.661.231,318,FARMACIA,FORMOSA,302,FORMOSA 302,302 FORMOSA,4902-2741,,CABALLITO,6
-584.810.425.704.027,-346.122.167.704.764,83,FARMACIA,AV NAZCA,1930,NAZCA AV. 1930,1930 NAZCA AV.,4582-1908,,VILLA SANTA RITA,11
-584.865.718.256.055,-34.615.430.949.048,162,FARMACIA,LAVALLOL,1701,LLAVALLOL 1701,1701 LLAVALLOL,4566-5840,,VILLA SANTA RITA,11
-584.901.421.846.335,-346.114.425.873.973,235,FARMACIA,AV ALVAREZ JONTE,3402,ALVAREZ JONTE AV. 3402,3402 ALVAREZ JONTE AV.,4639-8650,,VILLA SANTA RITA,11
-584.760.952.040.377,-346.177.931.461.821,471,FARMACIA,AV NAZCA,1341,NAZCA AV. 1341,1341 NAZCA AV.,4581-8105,4583-7554,VILLA SANTA RITA,11
-584.820.608.576.448,-346.175.971.996.571,480,FARMACIA,CUENCA,1398,CUENCA 1398,1398 CUENCA,,,VILLA SANTA RITA,11
-584.805.816.395.929,-346.127.931.518.685,547,FARMACIA,AV NAZCA,1876,NAZCA AV. 1876,1876 NAZCA AV.,4581-5551,,VILLA SANTA RITA,11
-584.824.835.750.924,-34.610.379.797.313,1398,FARMACIA,AV NAZCA,2102,NAZCA AV. 2102,2102 NAZCA AV.,4582-3887,,VILLA SANTA RITA,11
-584.880.326.262.433,-346.101.364.223.924,716,FARMACIA,AV ALVAREZ JONTE,3202,ALVAREZ JONTE AV. 3202,3202 ALVAREZ JONTE AV.,4581-2132,,VILLA SANTA RITA,11
-584.814.750.490.348,-346.116.706.873.096,1014,FARMACIA,AV NAZCA,1982,NAZCA AV. 1982,1982 NAZCA AV.,,,VILLA SANTA RITA,11
-584.829.735.203.468,-346.097.951.302.633,1132,FARMACIA,AV NAZCA,2168,NAZCA AV. 2168,2168 NAZCA AV.,4586-0928,,VILLA SANTA RITA,11
-584.744.582.595.685,-346.204.415.262.496,1134,FARMACIA,AV GAONA,3501,GAONA AV. 3501,3501 GAONA AV.,4637-5150,4611-0233,VILLA SANTA RITA,11
-584.757.134.874.646,-346.211.147.077.297,1183,FARMACIA,AV GAONA,3601,GAONA AV. 3601,3601 GAONA AV.,4586-3912,,VILLA SANTA RITA,11
-584.736.380.112.751,-346.192.890.050.487,1330,FARMACIA,TERRADA,1164,TERRADA 1164,1164 TERRADA,4584-2426,,VILLA SANTA RITA,11
-585.066.499.006.764,-346.204.290.376.584,5,FARMACIA,AV ALVAREZ JONTE,4886,ALVAREZ JONTE AV. 4886,4886 ALVAREZ JONTE AV.,4566-7772,,MONTE CASTRO,10
-585.045.151.916.102,-346.130.178.994.198,30,FARMACIA,SANABRIA,2501,SANABRIA 2501,2501 SANABRIA,4566-9767,,MONTE CASTRO,10
-584.993.319.762.485,-346.190.587.147.161,354,FARMACIA,SANABRIA,1880,SANABRIA 1880,1880 SANABRIA,4567-6650,,MONTE CASTRO,10
-58.506.975.608.161,-346.254.197.993.402,414,FARMACIA,ELPIDIO GONZALEZ,5095,"GONZALEZ, ELPIDIO 5095","5095 GONZALEZ, ELPIDIO",4566-9137,,MONTE CASTRO,10
-584.985.040.992.314,-346.213.452.899.054,422,FARMACIA,AV SEGUROLA,1602,SEGUROLA AV. 1602,1602 SEGUROLA AV.,4566-2808,,MONTE CASTRO,10
-585.118.828.816.511,-346.242.967.850.518,673,FARMACIA,AV LOPE DE VEGA,1702,LOPE DE VEGA AV. 1702,1702 LOPE DE VEGA AV.,4567-1708,,MONTE CASTRO,10
-585.013.055.944.395,-34.619.076.554.981,1295,FARMACIA,AV SEGUROLA,1898,SEGUROLA AV. 1898,1898 SEGUROLA AV.,4639-7755,,MONTE CASTRO,10
-585.080.720.511.654,-346.268.150.764.954,1,FARMACIA,AV LOPE DE VEGA,1397,LOPE DE VEGA AV. 1397,1397 LOPE DE VEGA AV.,4567-7038,,MONTE CASTRO,10
-58.523.581.859.687,-346.227.002.845.254,116,FARMACIA,IRIGOYEN,1989,IRIGOYEN 1989,1989 IRIGOYEN,4641-1453,,VILLA REAL,10
-585.253.864.914.275,-346.140.006.266.717,181,FARMACIA,AV BEIRO FRANCISCO,5305,"BEIRO, FRANCISCO AV. 5305","5305 BEIRO, FRANCISCO AV.",4639-7169,/7482,VILLA REAL,10
-585.270.998.922.534,-346.254.854.973.774,313,FARMACIA,GALLARDO,1002,GALLARDO 1002,1002 GALLARDO,4642-9071,,VILLA REAL,10
-585.177.102.884.589,-34.619.883.180.912,376,FARMACIA,AV LOPE DE VEGA,2284,LOPE DE VEGA AV. 2284,2284 LOPE DE VEGA AV.,4568-8039,,VILLA REAL,10
-585.285.624.184.416,-346.164.282.528.256,895,FARMACIA,AV BEIRO FRANCISCO,5601,"BEIRO, FRANCISCO AV. 5601","5601 BEIRO, FRANCISCO AV.",4642-1885,,VILLA REAL,10
-585.275.426.679.941,-346.161.188.171.834,1392,FARMACIA,AV BEIRO FRANCISCO,5530,"BEIRO, FRANCISCO AV. 5530","5530 BEIRO, FRANCISCO AV.",4642-3436,411-5027/ 52907,VILLA REAL,10
-585.279.494.658.818,-346.121.144.727.168,686,FARMACIA,AV LOPE DE VEGA,3452,LOPE DE VEGA AV. 3452,3452 LOPE DE VEGA AV.,4568-1376,,VILLA REAL,10
-585.298.814.145.758,-346.179.131.341.896,690,FARMACIA,AV BEIRO FRANCISCO,5800,"BEIRO, FRANCISCO AV. 5800","5800 BEIRO, FRANCISCO AV.",4641-1307,,VILLA REAL,10
-585.262.313.454.099,-346.150.854.088.205,1304,FARMACIA,AV BEIRO FRANCISCO,5402,"BEIRO, FRANCISCO AV. 5402","5402 BEIRO, FRANCISCO AV.",4566-5095,,VILLA REAL,10
-584.536.877.419.858,-346.437.502.781.349,41,FARMACIA,AV VARELA,1306,VARELA AV. 1306,1306 VARELA AV.,4631-8179,,FLORES,7
-584.645.721.876.337,-346.276.736.332.363,72,FARMACIA,GRAL. JOSE G. DE ARTIGAS,117,"ARTIGAS, JOSE GERVASIO, GRAL. 117","117 ARTIGAS, JOSE GERVASIO, GRAL.",4612-2139,,FLORES,7
-584.658.987.848.516,-346.248.309.516.038,89,FARMACIA,GRAL. JOSE G. DE ARTIGAS,487,"ARTIGAS, JOSE GERVASIO, GRAL. 487","487 ARTIGAS, JOSE GERVASIO, GRAL.",4613-3424,,FLORES,7
-584.598.683.718.034,-346.227.312.304.387,120,FARMACIA,AV AVELLANEDA,2014,AVELLANEDA AV. 2014,2014 AVELLANEDA AV.,4633-0733,,FLORES,7
-584.653.272.632.431,-346.163.328.111.716,143,FARMACIA,AV GAONA,2778,GAONA AV. 2778,2778 GAONA AV.,4584-8324,,FLORES,7
-584.678.164.156.131,-346.342.821.423.165,149,FARMACIA,AV SAN PEDRITO,296,SAN PEDRITO AV. 296,296 SAN PEDRITO AV.,4637-4923,,FLORES,7
-584.615.551.938.097,-34.614.884.723.676,170,FARMACIA,AV GAONA,2488,GAONA AV. 2488,2488 GAONA AV.,4581-0810,,FLORES,7
-58.445.227.030.049,-346.422.972.982.154,196,FARMACIA,AV CARABOBO,1611,CARABOBO AV. 1611,1611 CARABOBO AV.,4632-2473,,FLORES,7
-584.540.492.525.546,-346.258.266.095.213,222,FARMACIA,AV RIVADAVIA,6202,RIVADAVIA AV. 6202,6202 RIVADAVIA AV.,4631-9494,,FLORES,7
-584.613.780.628.269,-346.360.309.867.618,237,FARMACIA,PEDERNERA,599,PEDERNERA 599,599 PEDERNERA,,,FLORES,7
-584.606.906.575.127,-346.212.645.555.801,297,FARMACIA,AV BOYACA,508,BOYACA AV. 508,508 BOYACA AV.,4633-2919,,FLORES,7
-584.484.608.645.117,-346.398.415.464.115,320,FARMACIA,AV CARABOBO,1295,CARABOBO AV. 1295,1295 CARABOBO AV.,4632-2242,,FLORES,7
-58.470.972.077.534,-346.272.038.742.676,374,FARMACIA,AV NAZCA,411,NAZCA AV. 411,411 NAZCA AV.,4637-5916,,FLORES,7
-584.731.320.004.995,-34.631.860.814.744,389,FARMACIA,AV RIVADAVIA,7672,RIVADAVIA AV. 7672,7672 RIVADAVIA AV.,4611-3290,,FLORES,7
-584.529.926.529.097,-346.347.810.039.187,397,FARMACIA,AV CARABOBO,717,CARABOBO AV. 717,717 CARABOBO AV.,4632-9239,,FLORES,7
-584.551.972.089.916,-346.293.859.071.805,413,FARMACIA,AV CARABOBO,206,CARABOBO AV. 206,206 CARABOBO AV.,4634-1134,,FLORES,7
-584.727.497.882.864,-346.243.368.594.085,425,FARMACIA,MORON,2902,MORON 2902,2902 MORON,4612-0819,,FLORES,7
-584.539.415.868.676,-346.435.620.766.768,472,FARMACIA,AV VARELA,1294,VARELA AV. 1294,1294 VARELA AV.,4631-6068,,FLORES,7
-584.726.837.899.115,-346.199.231.436.244,524,FARMACIA,AV GAONA,3390,GAONA AV. 3390,3390 GAONA AV.,,,FLORES,7
-584.565.769.014.228,-346.346.678.031.879,532,FARMACIA,AV CNEL. ESTEBAN BONORINO,602,"BONORINO, ESTEBAN, CNEL. AV. 602","602 BONORINO, ESTEBAN, CNEL. AV.",4632-0254,,FLORES,7
-584.631.185.101.528,-346.154.648.649.628,1396,FARMACIA,AV GAONA,2608,GAONA AV. 2608,2608 GAONA AV.,4581-1640,,FLORES,7
-584.691.001.013.382,-346.303.757.640.264,665,FARMACIA,AV RIVADAVIA,7363,RIVADAVIA AV. 7363,7363 RIVADAVIA AV.,4611-9258,,FLORES,7
-58.459.510.969.791,-346.384.081.312.945,684,FARMACIA,AV VARELA,794,VARELA AV. 794,794 VARELA AV.,4612-0656,4611-0079,FLORES,7
-584.603.996.341.423,-346.429.990.184.785,739,FARMACIA,AV EVA PERON,3100,"PERON, EVA AV. 3100","3100 PERON, EVA AV.",4613-9767,4612-8730,FLORES,7
-584.640.856.193.712,-346.308.389.443.417,748,FARMACIA,RAMON L. FALCON,2542,"FALCON, RAMON L.,CNEL. 2542","2542 FALCON, RAMON L.,CNEL.",4612-0531,,FLORES,7
-584.557.117.035.375,-346.317.219.561.115,753,FARMACIA,AV DIRECTORIO,2001,DIRECTORIO AV. 2001,2001 DIRECTORIO AV.,4632-1740,,FLORES,7
-58.455.841.203.829,-346.261.346.766.986,767,FARMACIA,AV RIVADAVIA,6327,RIVADAVIA AV. 6327,6327 RIVADAVIA AV.,4631-2075,4633-6655,FLORES,7
-584.558.965.932.119,-34.641.724.929.171,786,FARMACIA,AV VARELA,1158,VARELA AV. 1158,1158 VARELA AV.,4632-4484,,FLORES,7
-584.697.412.143.303,-346.246.414.429.875,833,FARMACIA,DR. JUAN F. ARANGUREN,2736,"ARANGUREN, JUAN F., DR. 2736","2736 ARANGUREN, JUAN F., DR.",4612-7724,,FLORES,7
-584.685.706.067.073,-346.177.508.317.795,837,FARMACIA,AV GAONA,3050,GAONA AV. 3050,3050 GAONA AV.,,,FLORES,7
-584.534.665.278.748,-34.638.747.389.486,843,FARMACIA,AV EVA PERON,2300,"PERON, EVA AV. 2300","2300 PERON, EVA AV.",,,FLORES,7
-584.563.856.514.343,-346.263.627.016.887,863,FARMACIA,AV RIVADAVIA,6379,RIVADAVIA AV. 6379,6379 RIVADAVIA AV.,,,FLORES,7
-584.625.698.607.023,-346.152.587.475.788,872,FARMACIA,AV GAONA,2570,GAONA AV. 2570,2570 GAONA AV.,4581-3514,/20,FLORES,7
-584.636.977.840.796,-346.308.046.321.716,933,FARMACIA,PEDERNERA,119,PEDERNERA 119,119 PEDERNERA,4613-7171,,FLORES,7
-584.671.866.321.951,-346.302.745.439.545,953,FARMACIA,AV RIVADAVIA,7222,RIVADAVIA AV. 7222,7222 RIVADAVIA AV.,4611-4764,,FLORES,7
-584.680.124.772.248,-346.301.028.372.177,985,FARMACIA,AV RIVADAVIA,7269,RIVADAVIA AV. 7269,7269 RIVADAVIA AV.,,,FLORES,7
-584.563.144.654.196,-346.267.385.494.055,991,FARMACIA,AV RIVADAVIA,6390,RIVADAVIA AV. 6390,6390 RIVADAVIA AV.,,,FLORES,7
-584.622.995.814.449,-346.289.343.614.365,994,FARMACIA,AV RIVADAVIA,6884,RIVADAVIA AV. 6884,6884 RIVADAVIA AV.,,,FLORES,7
-584.680.329.622.933,-346.174.930.445.099,1002,FARMACIA,AV GAONA,3004,GAONA AV. 3004,3004 GAONA AV.,4583-2998,,FLORES,7
-584.672.415.888.803,-346.356.284.156.248,1068,FARMACIA,AV DIRECTORIO,2900,DIRECTORIO AV. 2900,2900 DIRECTORIO AV.,,,FLORES,7
-584.604.847.373.243,-346.144.831.152.348,1074,FARMACIA,AV GAONA,2400,GAONA AV. 2400,2400 GAONA AV.,,,FLORES,7
-584.564.234.208.146,-346.410.592.084.166,1079,FARMACIA,AV EVA PERON,2590,"PERON, EVA AV. 2590","2590 PERON, EVA AV.",4631-0728,4634-0424,FLORES,7
-584.632.183.789.443,-346.261.301.358.728,1103,FARMACIA,BACACAY,2357,BACACAY 2357,2357 BACACAY,4612-8524,,FLORES,7
-584.700.663.577.657,-346.292.373.565.997,1104,FARMACIA,YERBAL,2899,YERBAL 2899,2899 YERBAL,4862-3810,,FLORES,7
